firstName,lastName,Team,Position,college,age,overallRating,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff
Cole,Kmet,Chicago Bears,TE,Notre Dame,26,82,3/10/99,78,260,0,85,5,Vertical Threat - TE,85,0,73,0,86,0,93,0,76,0,84,0,71,0,56,0,15,0,60,0,73,0,84,0,97,0,71,0,66,0,51,0,48,0,69,0,95,0,61,0,15,0,24,0,15,0,57,0,27,0,70,0,82,0,61,0,58,0,61,0,15,0,38,0,42,0,27,0,58,0,74,0,63,0,63,0,61,0,Long Stride Default,0,73,0,86,0,85,0,53,0,70,0,48,0,14,0,17,0,19,0,16,0,39,0,15,0,90,0,75,0,33,0
Corey,Bojorquez,Cleveland Browns,P,New Mexico,29,82,9/13/95,72,217,0,13,7,Power - KP,74,0,63,0,44,0,86,0,41,0,68,0,15,0,24,0,16,0,10,0,33,0,10,0,24,0,52,0,10,0,10,0,15,0,18,0,87,0,10,0,87,0,97,0,10,0,14,0,12,0,12,0,82,0,17,0,17,0,19,0,14,0,13,0,10,0,10,0,25,0,12,0,19,0,18,0,18,0,Default,0,14,0,12,0,70,0,10,0,15,0,28,0,20,0,25,0,30,0,19,0,34,0,20,0,61,0,17,0,17,0
Darren,Waller,Miami Dolphins,TE,Georgia Tech,32,82,9/13/92,78,245,1,83,8,Vertical Threat - TE,88,0,83,0,88,0,91,0,70,0,85,0,88,0,35,0,13,0,73,0,74,0,82,0,85,0,80,0,70,0,10,0,15,0,56,0,79,0,77,0,14,0,22,0,22,0,41,0,10,0,72,0,82,0,60,0,58,0,62,0,6,0,15,0,10,0,15,0,37,0,75,0,59,0,55,0,59,0,Default Stride Loose,0,75,0,83,0,88,0,72,0,67,0,32,0,6,0,10,0,15,0,10,0,35,0,10,0,78,0,74,0,20,0
DeAndre,Hopkins,Baltimore Ravens,WR,Clemson,33,82,6/6/92,73,212,1,10,12,Physical - WR,86,0,87,0,92,0,95,0,75,0,80,0,90,0,45,0,22,0,83,0,72,0,89,0,90,0,84,0,81,0,32,0,35,0,49,0,93,0,88,0,20,0,20,0,72,0,29,0,32,0,81,0,82,0,44,0,25,0,27,0,15,0,28,0,30,0,40,0,30,0,86,0,54,0,35,0,37,0,Short Stride Loose,0,82,0,92,0,89,0,84,0,80,0,52,0,10,0,10,0,15,0,15,0,35,0,23,0,97,0,59,0,35,0
Deommodore,Lenoir,San Francisco 49ers,CB,Oregon,25,82,10/6/99,70,200,1,2,4,Zone - CB,93,0,83,0,83,0,90,0,59,0,83,0,69,0,44,0,10,0,49,0,59,0,53,0,73,0,81,0,30,0,38,0,78,0,53,0,91,0,74,0,17,0,22,0,64,0,28,0,76,0,32,0,82,0,37,0,37,0,37,0,6,0,82,0,34,0,78,0,76,0,41,0,35,0,35,0,35,0,Short Stride Loose,0,35,0,56,0,91,0,67,0,41,0,69,0,6,0,6,0,6,0,6,0,25,0,10,0,87,0,42,0,85,0
DeShon,Elliott,Pittsburgh Steelers,SS,Texas,28,82,4/21/97,73,210,1,25,7,Run Support - S,88,0,79,0,86,0,88,0,57,0,85,0,63,0,57,0,15,0,41,0,66,0,58,0,76,0,79,0,10,0,52,0,83,0,67,0,86,0,70,0,17,0,18,0,35,0,22,0,67,0,10,0,82,0,35,0,35,0,35,0,6,0,83,0,44,0,73,0,84,0,25,0,35,0,35,0,35,0,Default Stride Loose,0,20,0,60,0,88,0,56,0,56,0,84,0,6,0,6,0,6,0,6,0,24,0,15,0,85,0,42,0,76,0
Grady,Jarrett,Chicago Bears,DT,Clemson,32,82,4/28/93,72,305,1,50,10,,76,0,68,0,76,0,82,0,90,0,85,0,15,0,84,0,12,0,10,0,40,0,15,0,30,0,59,0,3,0,69,0,86,0,90,0,82,0,10,0,25,0,25,0,10,0,37,0,25,0,7,0,82,0,45,0,45,0,45,0,6,0,83,0,78,0,15,0,83,0,15,0,45,0,45,0,45,0,Default Stride Awkward,0,15,0,15,0,72,0,10,0,35,0,86,0,6,0,6,0,6,0,6,0,26,0,18,0,82,0,20,0,29,0
Harrison,Butker,Kansas City Chiefs,K,Georgia Tech,30,82,7/14/95,76,199,1,7,8,Accurate - KP,76,0,54,0,65,0,82,0,44,0,70,0,28,0,12,0,14,0,14,0,26,0,10,0,30,0,46,0,10,0,10,0,12,0,15,0,86,0,28,0,91,0,96,0,10,0,15,0,15,0,10,0,82,0,19,0,15,0,16,0,20,0,17,0,10,0,10,0,12,0,12,0,18,0,20,0,15,0,Default Stride Awkward,0,10,0,12,0,74,0,15,0,16,0,15,0,25,0,25,0,33,0,20,0,27,0,24,0,63,0,17,0,15,0
J.K.,Dobbins,Denver Broncos,HB,Ohio State,26,82,12/17/98,70,212,1,27,5,Elusive Back - HB,91,0,86,0,90,0,87,0,74,0,80,0,86,0,29,0,27,0,84,0,91,0,56,0,66,0,87,0,43,0,12,0,31,0,42,0,78,0,89,0,16,0,19,0,60,0,39,0,13,0,56,0,82,0,58,0,34,0,31,0,15,0,14,0,11,0,17,0,35,0,54,0,41,0,26,0,33,0,Default,0,63,0,52,0,90,0,83,0,84,0,30,0,15,0,25,0,30,0,19,0,32,0,16,0,84,0,79,0,17,0
Jaelan,Phillips,Miami Dolphins,LE,Miami,26,82,5/28/99,77,263,1,15,4,Smaller Speed Rusher - DE,90,0,85,0,87,0,83,0,83,0,80,0,32,0,80,0,11,0,16,0,39,0,21,0,39,0,76,0,12,0,82,0,77,0,83,0,83,0,35,0,14,0,19,0,10,0,13,0,40,0,16,0,82,0,45,0,45,0,45,0,6,0,80,0,78,0,27,0,84,0,23,0,45,0,45,0,45,0,Long Stride Loose,0,22,0,21,0,86,0,31,0,32,0,84,0,6,0,6,0,6,0,6,0,18,0,15,0,76,0,30,0,48,0
Jameson,Williams,Detroit Lions,WR,Alabama,24,82,3/26/01,74,189,1,1,3,,96,0,95,0,82,0,81,0,63,0,80,0,93,0,25,0,21,0,75,0,68,0,77,0,84,0,94,0,81,0,10,0,22,0,42,0,91,0,86,0,17,0,18,0,82,0,23,0,15,0,80,0,82,0,25,0,22,0,19,0,13,0,16,0,10,0,14,0,33,0,73,0,42,0,26,0,21,0,Short Stride Loose,0,77,0,80,0,98,0,78,0,52,0,26,0,6,0,10,0,15,0,17,0,31,0,18,0,86,0,44,0,22,0
Joe,Alt,Los Angeles Chargers,RT,Notre Dame,22,82,2/28/03,81,321,1,76,1,Power - OT,77,0,72,0,70,0,88,0,89,0,83,0,45,0,35,0,49,0,35,0,59,0,54,0,57,0,63,0,25,0,36,0,45,0,87,0,98,0,39,0,14,0,15,0,15,0,87,0,15,0,35,0,82,0,84,0,81,0,85,0,31,0,32,0,34,0,14,0,24,0,47,0,85,0,85,0,85,0,Long Stride Awkward,0,42,0,56,0,71,0,40,0,57,0,44,0,38,0,43,0,45,0,35,0,54,0,31,0,95,0,48,0,13,0
John,Simpson,NY Jets,LG,Clemson,28,82,8/19/97,76,324,1,76,5,Power - G,67,0,51,0,74,0,89,0,92,0,86,0,22,0,27,0,12,0,12,0,42,0,15,0,32,0,49,0,6,0,10,0,38,0,86,0,89,0,10,0,22,0,35,0,10,0,83,0,12,0,10,0,82,0,82,0,77,0,84,0,6,0,17,0,27,0,10,0,27,0,15,0,83,0,80,0,85,0,Default Stride Awkward,0,20,0,15,0,70,0,20,0,35,0,31,0,6,0,6,0,6,0,6,0,14,0,15,0,90,0,25,0,12,0
Josh,Metellus,Minnesota Vikings,SS,Michigan,27,82,1/21/98,71,207,1,44,5,Run Support - S,88,0,83,0,87,0,91,0,66,0,83,0,53,0,64,0,10,0,44,0,62,0,52,0,68,0,80,0,10,0,47,0,85,0,62,0,91,0,72,0,15,0,25,0,50,0,15,0,64,0,13,0,82,0,35,0,35,0,35,0,15,0,82,0,40,0,64,0,88,0,12,0,35,0,35,0,35,0,Default,0,15,0,58,0,89,0,59,0,40,0,85,0,10,0,10,0,15,0,15,0,20,0,17,0,87,0,25,0,72,0
Kaden,Elliss,Atlanta Falcons,MLB,Idaho,30,82,7/10/95,74,238,1,55,6,Run Stopper - MLB,87,0,85,0,83,0,90,0,75,0,88,0,49,0,75,0,38,0,33,0,65,0,50,0,52,0,75,0,7,0,70,0,85,0,78,0,90,0,56,0,15,0,19,0,15,0,19,0,58,0,13,0,82,0,45,0,45,0,45,0,33,0,87,0,60,0,45,0,88,0,20,0,45,0,45,0,45,0,Default Stride Loose,0,23,0,53,0,86,0,42,0,36,0,88,0,37,0,41,0,46,0,44,0,66,0,47,0,87,0,38,0,67,0
Khalil,Shakir,Buffalo Bills,WR,Boise State,25,82,2/3/00,72,190,1,10,3,Slot - WR,93,0,85,0,89,0,87,0,63,0,87,0,89,0,27,0,26,0,81,0,74,0,82,0,94,0,86,0,79,0,10,0,21,0,40,0,88,0,88,0,15,0,19,0,76,0,21,0,11,0,84,0,82,0,29,0,25,0,20,0,21,0,16,0,10,0,14,0,28,0,74,0,42,0,27,0,23,0,Default,0,82,0,85,0,90,0,77,0,48,0,25,0,21,0,27,0,31,0,29,0,39,0,27,0,80,0,45,0,17,0
Kyler,Gordon,Chicago Bears,CB,Washington,25,82,12/17/99,72,200,1,6,3,Zone - CB,92,0,93,0,93,0,90,0,66,0,86,0,61,0,46,0,20,0,55,0,58,0,50,0,71,0,92,0,34,0,47,0,66,0,50,0,92,0,75,0,20,0,17,0,50,0,22,0,77,0,37,0,82,0,35,0,35,0,35,0,18,0,87,0,38,0,73,0,77,0,39,0,35,0,35,0,35,0,Default Stride Loose,0,42,0,69,0,88,0,68,0,32,0,63,0,12,0,15,0,20,0,22,0,23,0,16,0,79,0,35,0,83,0
Logan,Wilson,Cincinnati Bengals,MLB,Wyoming,29,82,7/8/96,74,245,1,55,5,Field General - MLB,88,0,82,0,78,0,94,0,74,0,84,0,48,0,72,0,30,0,33,0,60,0,48,0,77,0,76,0,29,0,52,0,82,0,86,0,89,0,47,0,55,0,70,0,10,0,13,0,66,0,36,0,82,0,45,0,45,0,45,0,11,0,82,0,57,0,49,0,90,0,28,0,45,0,45,0,45,0,Default,0,41,0,65,0,86,0,40,0,39,0,88,0,12,0,16,0,21,0,25,0,30,0,26,0,90,0,44,0,73,0
Luke,Goedeke,Tampa Bay Buccaneers,RT,Central Michigan,26,82,11/21/98,77,312,1,67,3,Power - OT,67,0,64,0,76,0,89,0,88,0,83,0,41,0,29,0,10,0,34,0,48,0,40,0,47,0,57,0,29,0,27,0,30,0,89,0,90,0,26,0,25,0,23,0,10,0,88,0,10,0,38,0,82,0,85,0,82,0,88,0,6,0,33,0,32,0,10,0,34,0,33,0,86,0,88,0,83,0,Default Stride Awkward,0,43,0,41,0,63,0,24,0,35,0,35,0,6,0,6,0,6,0,6,0,30,0,6,0,85,0,37,0,12,0
Michael,Pittman Jr,Indianapolis Colts,WR,USC,27,82,10/5/97,76,223,1,11,5,Physical - WR,87,0,84,0,94,0,91,0,71,0,81,0,83,0,41,0,31,0,78,0,71,0,89,0,89,0,83,0,78,0,10,0,42,0,56,0,88,0,77,0,15,0,22,0,76,0,42,0,14,0,80,0,82,0,43,0,30,0,35,0,28,0,16,0,10,0,20,0,40,0,83,0,58,0,32,0,38,0,Default,0,81,0,93,0,89,0,71,0,75,0,55,0,28,0,33,0,39,0,39,0,48,0,29,0,92,0,68,0,20,0
Mike,Onwenu,New England Patriots,RG,Michigan,27,82,12/10/97,75,350,1,71,5,Power - G,54,0,55,0,65,0,86,0,91,0,86,0,24,0,22,0,12,0,20,0,29,0,24,0,26,0,47,0,6,0,12,0,30,0,91,0,91,0,18,0,16,0,15,0,10,0,81,0,17,0,10,0,82,0,81,0,75,0,86,0,8,0,22,0,22,0,15,0,31,0,15,0,82,0,78,0,84,0,Default Stride Awkward,0,18,0,18,0,66,0,20,0,30,0,25,0,6,0,6,0,6,0,6,0,21,0,12,0,85,0,29,0,22,0
Mike,McGlinchey,Denver Broncos,RT,Notre Dame,30,82,1/12/95,80,315,1,69,7,Power - OT,67,0,67,0,71,0,93,0,88,0,89,0,10,0,32,0,12,0,11,0,33,0,17,0,28,0,49,0,8,0,10,0,38,0,84,0,88,0,10,0,12,0,15,0,10,0,85,0,11,0,10,0,82,0,77,0,74,0,81,0,6,0,20,0,10,0,10,0,27,0,14,0,88,0,89,0,87,0,Long Stride Awkward,0,15,0,15,0,71,0,10,0,10,0,32,0,6,0,6,0,6,0,6,0,11,0,15,0,95,0,22,0,13,0
Najee,Harris,Los Angeles Chargers,HB,Alabama,27,82,3/9/98,73,242,1,22,4,Power Back - HB,90,0,85,0,95,0,88,0,82,0,77,0,82,0,36,0,42,0,87,0,95,0,58,0,67,0,87,0,51,0,21,0,40,0,55,0,95,0,85,0,15,0,18,0,53,0,49,0,21,0,59,0,82,0,60,0,34,0,37,0,32,0,32,0,24,0,24,0,42,0,58,0,50,0,40,0,41,0,Long Stride Default,0,66,0,60,0,88,0,79,0,91,0,44,0,26,0,37,0,43,0,37,0,43,0,26,0,93,0,87,0,26,0
Odafe,Oweh,Baltimore Ravens,RE,Penn State,26,82,12/15/98,77,257,1,99,4,Power Rusher - DE,90,0,86,0,93,0,79,0,80,0,81,0,46,0,78,0,17,0,35,0,48,0,41,0,54,0,75,0,19,0,70,0,83,0,85,0,89,0,44,0,26,0,29,0,10,0,27,0,45,0,26,0,82,0,45,0,45,0,45,0,6,0,79,0,83,0,28,0,85,0,32,0,45,0,45,0,45,0,Long Stride Loose,0,29,0,42,0,89,0,39,0,37,0,85,0,6,0,6,0,10,0,6,0,22,0,13,0,79,0,35,0,53,0
Patrick,Queen,Pittsburgh Steelers,MLB,LSU,26,82,8/13/99,72,237,1,6,5,Field General - MLB,89,0,85,0,84,0,92,0,73,0,87,0,71,0,74,0,12,0,52,0,73,0,50,0,71,0,78,0,37,0,65,0,91,0,78,0,92,0,72,0,20,0,20,0,15,0,23,0,64,0,48,0,82,0,45,0,45,0,45,0,6,0,86,0,57,0,53,0,92,0,38,0,45,0,45,0,45,0,Default Stride High and Tight,0,55,0,55,0,88,0,60,0,52,0,85,0,6,0,6,0,6,0,6,0,27,0,13,0,90,0,64,0,68,0
Paulson,Adebo,NY Giants,CB,Stanford,26,82,7/3/99,73,192,1,21,4,Zone - CB,91,0,92,0,87,0,91,0,64,0,82,0,71,0,50,0,10,0,51,0,63,0,61,0,78,0,87,0,28,0,44,0,61,0,44,0,91,0,70,0,31,0,32,0,46,0,15,0,77,0,34,0,82,0,35,0,35,0,35,0,6,0,81,0,37,0,87,0,73,0,38,0,35,0,35,0,35,0,Default Stride Loose,0,37,0,70,0,91,0,66,0,33,0,67,0,6,0,6,0,6,0,6,0,30,0,16,0,85,0,41,0,84,0
Quincy,Williams,NY Jets,ROLB,Murray State,29,82,8/28/96,71,225,1,56,6,Pass Coverage - OLB,89,0,77,0,89,0,94,0,67,0,85,0,35,0,68,0,12,0,18,0,44,0,33,0,63,0,74,0,5,0,58,0,89,0,73,0,89,0,38,0,19,0,19,0,10,0,26,0,64,0,6,0,82,0,21,0,43,0,44,0,6,0,84,0,49,0,50,0,91,0,18,0,29,0,44,0,44,0,Default Stride Loose,0,15,0,48,0,88,0,32,0,39,0,89,0,6,0,6,0,6,0,6,0,25,0,13,0,87,0,30,0,76,0
Rashan,Gary,Green Bay Packers,LE,Michigan,27,82,12/3/97,77,277,1,52,6,Run Stopper - DE,88,0,78,0,89,0,82,0,83,0,87,0,27,0,82,0,12,0,20,0,32,0,18,0,30,0,71,0,6,0,69,0,78,0,86,0,90,0,33,0,10,0,10,0,10,0,15,0,39,0,10,0,82,0,45,0,45,0,45,0,6,0,84,0,79,0,30,0,87,0,14,0,45,0,45,0,45,0,Long Stride Default,0,14,0,16,0,85,0,24,0,30,0,87,0,6,0,6,0,6,0,6,0,23,0,14,0,84,0,24,0,49,0
Robert,Spillane,New England Patriots,ROLB,W. Michigan,29,82,12/14/95,73,229,1,14,7,Pass Coverage - OLB,86,0,77,0,79,0,91,0,71,0,90,0,43,0,71,0,12,0,31,0,60,0,42,0,74,0,72,0,5,0,50,0,83,0,79,0,88,0,46,0,12,0,18,0,10,0,16,0,65,0,5,0,82,0,45,0,45,0,45,0,6,0,92,0,56,0,46,0,88,0,12,0,45,0,45,0,45,0,Default Stride Loose,0,15,0,33,0,87,0,38,0,40,0,89,0,6,0,6,0,6,0,6,0,21,0,10,0,90,0,45,0,71,0
Robert,Hunt,Carolina Panthers,RG,UL Lafayette,29,82,8/25/96,78,335,1,50,5,Power - G,58,0,60,0,68,0,92,0,89,0,90,0,28,0,30,0,12,0,27,0,38,0,19,0,41,0,51,0,5,0,10,0,39,0,87,0,90,0,30,0,20,0,20,0,10,0,88,0,12,0,5,0,82,0,78,0,75,0,80,0,6,0,26,0,29,0,10,0,25,0,12,0,86,0,88,0,84,0,Long Stride Default,0,12,0,26,0,66,0,10,0,15,0,39,0,6,0,6,0,6,0,6,0,25,0,14,0,87,0,36,0,15,0
Tank,Dell,Houston Texans,WR,Houston,25,82,10/29/99,70,165,1,3,2,Slot - WR,94,0,90,0,81,0,93,0,50,0,84,0,86,0,18,0,17,0,72,0,71,0,85,0,86,0,93,0,81,0,10,0,13,0,33,0,82,0,86,0,13,0,19,0,79,0,22,0,10,0,82,0,82,0,27,0,21,0,16,0,6,0,16,0,10,0,15,0,29,0,77,0,51,0,24,0,14,0,Short Stride Default,0,83,0,84,0,92,0,81,0,35,0,21,0,10,0,15,0,20,0,10,0,27,0,17,0,87,0,28,0,10,0
Travis,Etienne Jr,Jacksonville Jaguars,HB,Clemson,26,82,1/26/99,70,215,1,1,4,Elusive Back - HB,93,0,89,0,84,0,87,0,70,0,80,0,83,0,29,0,27,0,83,0,90,0,54,0,70,0,86,0,52,0,10,0,26,0,45,0,87,0,86,0,17,0,19,0,79,0,35,0,15,0,62,0,82,0,53,0,30,0,35,0,27,0,17,0,10,0,16,0,36,0,56,0,34,0,25,0,20,0,Default,0,69,0,58,0,93,0,79,0,74,0,34,0,34,0,40,0,46,0,38,0,49,0,31,0,88,0,77,0,19,0
Tre'von,Moehrig,Carolina Panthers,FS,TCU,26,82,6/16/99,74,202,1,7,4,Run Support - S,90,0,82,0,80,0,92,0,64,0,86,0,64,0,58,0,10,0,51,0,64,0,68,0,75,0,81,0,32,0,44,0,89,0,54,0,92,0,70,0,21,0,21,0,65,0,29,0,68,0,36,0,82,0,35,0,35,0,35,0,6,0,85,0,38,0,72,0,83,0,45,0,35,0,35,0,35,0,Long Stride Loose,0,38,0,69,0,90,0,63,0,55,0,77,0,6,0,6,0,6,0,6,0,22,0,20,0,85,0,42,0,78,0
Tua,Tagovailoa,Miami Dolphins,QB,Alabama,27,82,3/2/98,73,220,0,1,5,Field General - QB,84,0,78,0,73,0,84,0,61,0,76,0,79,0,23,0,80,0,70,0,69,0,19,0,32,0,79,0,11,0,10,0,25,0,27,0,83,0,70,0,14,0,21,0,10,0,19,0,11,0,15,0,82,0,16,0,13,0,13,0,91,0,18,0,10,0,10,0,32,0,16,0,22,0,14,0,20,0,Default Stride Loose,0,19,0,20,0,83,0,62,0,52,0,28,0,93,0,87,0,95,0,84,0,87,0,88,0,93,0,54,0,17,0
Abdul,Carter,NY Giants,LE,Penn State,21,81,10/3/03,76,250,1,51,0,Smaller Speed Rusher - DE,91,0,86,0,86,0,85,0,80,0,80,0,52,0,79,0,25,0,39,0,46,0,33,0,43,0,77,0,10,0,83,0,77,0,84,0,87,0,53,0,20,0,23,0,25,0,20,0,50,0,15,0,81,0,45,0,45,0,45,0,25,0,78,0,79,0,44,0,82,0,23,0,40,0,40,0,40,0,Long Stride Default,0,20,0,33,0,88,0,45,0,45,0,76,0,18,0,18,0,18,0,16,0,22,0,27,0,93,0,44,0,55,0
Andrew,DePaola,Minnesota Vikings,LS,Rutgers,38,81,7/28/87,73,229,1,42,13,Power - LS,72,0,80,0,80,0,68,0,75,0,70,0,25,0,55,0,10,0,19,0,63,0,66,0,66,0,71,0,40,0,40,0,59,0,67,0,90,0,40,0,11,0,11,0,10,0,55,0,15,0,45,0,81,0,58,0,44,0,51,0,9,0,39,0,44,0,15,0,62,0,48,0,69,0,55,0,61,0,Default,0,49,0,61,0,75,0,35,0,39,0,62,0,9,0,9,0,9,0,9,0,38,0,10,0,72,0,31,0,20,0
Bradley,Pinion,Atlanta Falcons,P,Clemson,31,81,6/1/94,77,229,1,13,10,Accurate - KP,64,0,57,0,70,0,85,0,53,0,70,0,15,0,19,0,16,0,9,0,40,0,15,0,39,0,48,0,15,0,10,0,15,0,22,0,92,0,10,0,89,0,92,0,10,0,16,0,15,0,15,0,81,0,25,0,13,0,15,0,25,0,20,0,10,0,10,0,35,0,15,0,29,0,16,0,16,0,Default Stride Awkward,0,15,0,15,0,71,0,10,0,10,0,29,0,32,0,42,0,51,0,24,0,52,0,30,0,55,0,15,0,15,0
Brian,Robinson Jr,Washington Commanders,HB,Alabama,26,81,3/2/99,73,228,1,8,3,Power Back - HB,90,0,80,0,78,0,88,0,83,0,76,0,87,0,38,0,29,0,88,0,94,0,43,0,65,0,77,0,37,0,12,0,39,0,43,0,92,0,83,0,17,0,19,0,73,0,42,0,12,0,45,0,81,0,54,0,35,0,40,0,18,0,15,0,11,0,13,0,45,0,47,0,38,0,31,0,25,0,Default,0,52,0,44,0,88,0,70,0,83,0,39,0,18,0,20,0,29,0,18,0,29,0,13,0,89,0,89,0,17,0
Bryan,Anger,Dallas Cowboys,P,California,36,81,10/6/88,75,202,1,5,13,Power - KP,75,0,61,0,75,0,85,0,55,0,70,0,22,0,17,0,32,0,26,0,60,0,43,0,65,0,48,0,15,0,14,0,22,0,22,0,97,0,54,0,89,0,93,0,10,0,16,0,11,0,15,0,81,0,19,0,19,0,19,0,20,0,28,0,12,0,10,0,39,0,15,0,25,0,17,0,17,0,Default Stride Awkward,0,15,0,35,0,73,0,35,0,10,0,34,0,25,0,30,0,30,0,20,0,50,0,15,0,82,0,25,0,25,0
C.J.,Stroud,Houston Texans,QB,Ohio State,23,81,10/3/01,75,218,1,7,2,Field General - QB,87,0,80,0,78,0,85,0,61,0,80,0,76,0,19,0,73,0,54,0,61,0,13,0,21,0,75,0,10,0,10,0,16,0,17,0,88,0,58,0,19,0,20,0,12,0,13,0,9,0,11,0,81,0,12,0,15,0,13,0,85,0,14,0,10,0,9,0,29,0,14,0,12,0,15,0,12,0,Long Stride Default,0,12,0,10,0,82,0,45,0,37,0,24,0,88,0,85,0,90,0,87,0,91,0,86,0,88,0,31,0,10,0
Calvin,Ridley,Tennessee Titans,WR,Alabama,30,81,12/20/94,73,190,1,0,7,,93,0,92,0,85,0,86,0,59,0,78,0,86,0,24,0,29,0,74,0,75,0,82,0,82,0,90,0,80,0,10,0,20,0,44,0,86,0,88,0,16,0,19,0,68,0,23,0,17,0,83,0,81,0,30,0,22,0,15,0,13,0,17,0,10,0,24,0,33,0,82,0,52,0,37,0,31,0,Short Stride High and Tight,0,81,0,87,0,93,0,79,0,64,0,29,0,18,0,23,0,28,0,24,0,32,0,22,0,80,0,30,0,25,0
Cam,Taylor-Britt,Cincinnati Bengals,CB,Nebraska,25,81,10/15/99,71,202,1,29,3,Zone - CB,93,0,86,0,81,0,91,0,64,0,83,0,60,0,56,0,48,0,52,0,64,0,50,0,78,0,85,0,24,0,46,0,72,0,55,0,90,0,73,0,15,0,18,0,55,0,18,0,75,0,27,0,81,0,33,0,34,0,33,0,35,0,83,0,39,0,73,0,73,0,29,0,34,0,34,0,33,0,Default,0,32,0,77,0,93,0,65,0,28,0,67,0,41,0,44,0,46,0,42,0,48,0,32,0,83,0,33,0,82,0
Chase,Brown,Cincinnati Bengals,HB,Illinois,25,81,3/21/00,69,215,1,30,2,Elusive Back - HB,95,0,86,0,91,0,87,0,69,0,81,0,82,0,29,0,27,0,80,0,88,0,48,0,68,0,88,0,50,0,10,0,28,0,40,0,88,0,86,0,13,0,15,0,70,0,40,0,10,0,57,0,81,0,56,0,35,0,42,0,25,0,14,0,10,0,17,0,36,0,44,0,49,0,32,0,37,0,Short Stride Loose,0,64,0,51,0,93,0,78,0,65,0,27,0,28,0,35,0,40,0,39,0,45,0,35,0,83,0,76,0,17,0
Christian,Kirk,Houston Texans,WR,Texas AM,28,81,11/18/96,71,200,1,13,7,Slot - WR,92,0,88,0,85,0,89,0,65,0,79,0,85,0,23,0,23,0,72,0,72,0,83,0,90,0,86,0,82,0,10,0,24,0,43,0,87,0,88,0,14,0,18,0,84,0,22,0,15,0,83,0,81,0,34,0,26,0,30,0,16,0,20,0,10,0,17,0,33,0,78,0,47,0,31,0,35,0,Short Stride Loose,0,85,0,86,0,90,0,79,0,74,0,30,0,34,0,30,0,39,0,34,0,47,0,24,0,91,0,46,0,19,0
D'Andre,Swift,Chicago Bears,HB,Georgia,26,81,1/14/99,69,215,1,4,5,Elusive Back - HB,91,0,89,0,93,0,89,0,68,0,82,0,85,0,28,0,23,0,82,0,86,0,61,0,71,0,88,0,61,0,16,0,30,0,41,0,87,0,88,0,12,0,18,0,63,0,33,0,16,0,66,0,81,0,53,0,35,0,32,0,17,0,17,0,22,0,16,0,36,0,59,0,32,0,19,0,23,0,Short Stride Default,0,73,0,59,0,90,0,81,0,79,0,31,0,15,0,25,0,30,0,28,0,38,0,19,0,85,0,75,0,13,0
