team,player,position,xg90,def90,is_nominal_starter,exp_minutes
Japan,Luka Marin,FWD,0.515,0.006,False,3.3
Japan,Ali Kovac,FWD,0.423,0.0,False,17.7
Japan,Luka Kovac,FWD,0.408,0.003,False,4.1
Japan,Raul Bello,FWD,0.101,0.014,False,0.2
Japan,Diego Bello,FWD,0.105,-0.033,False,4.3
Switzerland,Ze Olsen,GK,0.036,0.75,True,72.6
Switzerland,Cole Park,GK,0.0,0.709,False,13.8
Switzerland,Felix Reyes,GK,0.007,0.5,False,20.6
Switzerland,Kai Silva,DEF,0.13,0.54,True,83.6
Switzerland,Eden Laurent,DEF,0.125,0.455,True,72.4
Switzerland,Pavel Bello,DEF,0.109,0.417,True,76.4
Switzerland,Alex Petrov,DEF,0.094,0.382,True,65.6
Switzerland,Felix Müller,DEF,0.04,0.34,False,18.8
Switzerland,Niko Reyes,DEF,0.07,0.346,False,10.7
Switzerland,Noah Diallo,DEF,0.066,0.268,False,5.1
Switzerland,Hugo Rossi,DEF,0.0,0.063,False,0.0
Switzerland,Tariq Reyes,MID,0.299,0.154,True,80.4
Switzerland,Theo Rossi,MID,0.244,0.145,True,76.9
Switzerland,Tom Bauer,MID,0.27,0.105,True,78.8
Switzerland,Sami Mensah,MID,0.264,0.144,True,83.6
Switzerland,Luka Owusu,MID,0.22,0.082,False,24.2
Switzerland,Luka Andersen,MID,0.231,0.129,False,17.3
Switzerland,Alex Mensah,MID,0.166,0.109,False,0.0
Switzerland,Raul Park,MID,0.147,0.093,False,0.0
Switzerland,Diego Petrov,FWD,1.003,0.015,True,70.8
Switzerland,Yuki Tanaka,FWD,0.593,-0.006,True,70.7
Switzerland,Ivan Fofana,FWD,0.578,-0.016,False,6.0
Switzerland,Noah Mensah,FWD,0.574,-0.018,False,29.7
Switzerland,Joao Sokol,FWD,0.384,-0.004,False,6.5
Switzerland,Ali Park,FWD,0.325,-0.009,False,5.4
Switzerland,Bruno Bello,FWD,0.264,0.074,False,0.0
Denmark,Marco Park,GK,0.022,0.808,True,68.9
Denmark,Dani Andersen,GK,0.022,0.593,False,8.8
Denmark,Diego Tanaka,GK,0.0,0.484,False,19.1
Denmark,Cole Fofana,DEF,0.077,0.355,True,76.5
Denmark,Alex Vega,DEF,0.086,0.362,True,73.0
Denmark,Yuki Kemal,DEF,0.075,0.399,True,78.3
Denmark,Yuki Fofana,DEF,0.128,0.388,True,78.1
Denmark,Karim Kemal,DEF,0.061,0.305,False,21.4
Denmark,Lars Costa,DEF,0.078,0.361,False,7.2
Denmark,Lars Nadir,DEF,0.016,0.212,False,8.5
Denmark,Theo Mensah,DEF,0.057,0.222,False,0.8
Denmark,Felix Diallo,MID,0.423,0.182,True,75.4
Denmark,Alex Haddad,MID,0.323,0.157,True,75.8
Denmark,Niko Marin,MID,0.236,0.092,True,77.0
Denmark,Pavel Laurent,MID,0.181,0.076,True,84.9
Denmark,Bruno Müller,MID,0.17,0.082,False,23.8
Denmark,Niko Nadir,MID,0.163,0.083,False,1.9
Denmark,Yuki Andersen,MID,0.159,0.078,False,7.0
Denmark,Dani Nadir,MID,0.017,0.008,False,7.9
Denmark,Tariq Sokol,FWD,0.784,0.076,True,85.7
Denmark,Tariq Vega,FWD,0.596,-0.007,True,75.8
Denmark,Pavel Mensah,FWD,0.559,-0.002,False,9.1
Denmark,Dani Bello,FWD,0.546,0.076,False,18.4
Denmark,Ze Silva,FWD,0.438,0.041,False,4.6
Denmark,Noah Suzuki,FWD,0.437,0.031,False,2.0
Denmark,Karim Rossi,FWD,0.333,0.037,False,0.0
Korea Republic,Theo Suzuki,GK,0.011,0.785,True,71.6
Korea Republic,Omar Marin,GK,0.0,0.747,False,22.1
Korea Republic,Marco Rossi,GK,0.006,0.678,False,6.3
Korea Republic,Ze Petrov,DEF,0.091,0.45,True,76.6
Korea Republic,Alex Suzuki,DEF,0.077,0.345,True,70.2
Korea Republic,Dani Olsen,DEF,0.123,0.373,True,78.2
Korea Republic,Jude Haddad,DEF,0.077,0.366,True,82.2
Korea Republic,Yuki Berg,DEF,0.047,0.303,False,17.4
Korea Republic,Sami Reyes,DEF,0.051,0.249,False,12.3
Korea Republic,Bruno Vega,DEF,0.046,0.228,False,6.6
Korea Republic,Raul Tanaka,DEF,0.037,0.128,False,3.5
Korea Republic,Mateo Tanaka,MID,0.459,0.147,True,82.9
Korea Republic,Lars Park,MID,0.35,0.111,True,70.1
Korea Republic,Niko Ferrari,MID,0.313,0.093,True,78.8
Korea Republic,Joao Müller,MID,0.265,0.065,True,67.6
Korea Republic,Mateo Kemal,MID,0.287,0.12,False,17.3
Korea Republic,Bruno Diallo,MID,0.261,0.095,False,7.1
Korea Republic,Pavel Berg,MID,0.224,0.1,False,11.6
Korea Republic,Jude Fofana,MID,0.247,0.075,False,7.7
Korea Republic,Bruno Sokol,FWD,0.626,0.051,True,68.7
Korea Republic,Luka Berg,FWD,0.578,0.01,True,84.8
Korea Republic,Niko Berg,FWD,0.574,0.022,False,20.2
Korea Republic,Noah Haddad,FWD,0.468,0.013,False,19.1
Korea Republic,Niko Kovac,FWD,0.444,0.02,False,1.3
Korea Republic,Yuki Suzuki,FWD,0.367,0.011,False,0.0
Korea Republic,Mateo Kovac,FWD,0.306,-0.01,False,5.8
Serbia,Dani Kemal,GK,0.0,0.637,True,71.8
Serbia,Alex Silva,GK,0.021,0.518,False,17.9
Serbia,Ivan Tanaka,GK,0.03,0.359,False,15.7
Serbia,Hugo Marin,DEF,0.117,0.452,True,79.4
Serbia,Karim Berg,DEF,0.171,0.42,True,76.6
Serbia,Lars Sokol,DEF,0.09,0.349,True,83.1
Serbia,Ali Diallo,DEF,0.087,0.201,True,74.6
Serbia,Diego Kemal,DEF,0.079,0.257,False,7.4
Serbia,Alex Berg,DEF,0.079,0.271,False,21.3
Serbia,Theo Haddad,DEF,0.055,0.182,False,0.0
Serbia,Niko Olsen,DEF,0.068,0.222,False,2.1
Serbia,Jude Vega,MID,0.49,0.205,True,72.7
Serbia,Karim Fofana,MID,0.286,0.085,True,81.1
Serbia,Ali Andersen,MID,0.268,0.07,True,68.6
Serbia,Eden Müller,MID,0.245,0.1,True,72.5
Serbia,Lars Rossi,MID,0.228,0.104,False,25.1
Serbia,Dani Laurent,MID,0.185,0.101,False,21.4
Serbia,Dani Silva,MID,0.198,0.079,False,1.1
Serbia,Tariq Costa,MID,0.18,0.085,False,5.7
Serbia,Hugo Tanaka,FWD,0.803,0.055,True,69.9
Serbia,Pavel Kemal,FWD,0.718,0.021,True,72.5
Serbia,Tariq Andersen,FWD,0.669,0.025,False,16.7
Serbia,Ze Nadir,FWD,0.649,0.041,False,17.4
Serbia,Ivan Haddad,FWD,0.564,0.047,False,5.4
Serbia,Mateo Ferrari,FWD,0.529,-0.012,False,4.1
Serbia,Sami Andersen,FWD,0.453,0.019,False,6.1
Poland,Sami Kovac,GK,0.0,0.729,True,80.6
Poland,Ivan Berg,GK,0.01,0.438,False,14.0
Poland,Lars Suzuki,GK,0.0,0.315,False,22.6
Poland,Ivan Mensah,DEF,0.091,0.482,True,74.7
Poland,Niko Andersen,DEF,0.103,0.423,True,82.0
Poland,Pavel Vega,DEF,0.065,0.386,True,78.5
Poland,Eden Bello,DEF,0.064,0.394,True,71.5
Poland,Karim Suzuki,DEF,0.057,0.252,False,7.7
Poland,Alex Olsen,DEF,0.093,0.29,False,8.2
Poland,Felix Vega,DEF,0.059,0.227,False,2.3
Poland,Diego Owusu,DEF,0.034,0.207,False,2.9
Poland,Lars Tanaka,MID,0.4,0.171,True,75.0
Poland,Karim Diallo,MID,0.355,0.097,True,84.4
Poland,Noah Nadir,MID,0.275,0.085,True,74.4
Poland,Dani Fofana,MID,0.276,0.145,True,77.3
Poland,Leon Nadir,MID,0.225,0.108,False,16.4
Poland,Sami Nadir,MID,0.24,0.084,False,25.1
Poland,Tariq Rossi,MID,0.204,0.124,False,1.1
Poland,Marco Silva,MID,0.118,0.053,False,7.6
Poland,Ali Rossi,FWD,0.636,0.075,True,67.8
Poland,Tariq Tanaka,FWD,0.614,-0.029,True,73.1
Poland,Ze Mensah,FWD,0.542,0.01,False,15.0
Poland,Eden Petrov,FWD,0.343,0.024,False,16.3
Poland,Marco Nadir,FWD,0.206,0.008,False,2.2
Poland,Omar Berg,FWD,0.16,-0.026,False,1.3
Poland,Tom Tanaka,FWD,0.167,0.002,False,8.0
Ecuador,Karim Bello,GK,0.0,0.846,True,78.2
Ecuador,Kai Tanaka,GK,0.015,0.783,False,15.4
Ecuador,Diego Silva,GK,0.0,0.184,False,18.4
Ecuador,Hugo Park,DEF,0.152,0.522,True,77.9
Ecuador,Eden Costa,DEF,0.128,0.435,True,86.7
Ecuador,Joao Reyes,DEF,0.065,0.423,True,69.5
Ecuador,Kai Fofana,DEF,0.098,0.376,True,82.5
Ecuador,Alex Müller,DEF,0.071,0.392,False,16.5
Ecuador,Noah Vega,DEF,0.106,0.433,False,13.5
Ecuador,Theo Andersen,DEF,0.078,0.313,False,5.2
Ecuador,Tariq Mensah,DEF,0.059,0.318,False,0.1
Ecuador,Leon Kemal,MID,0.428,0.16,True,82.5
Ecuador,Omar Rossi,MID,0.312,0.089,True,74.5
Ecuador,Ze Vega,MID,0.233,0.058,True,78.8
Ecuador,Yuki Park,MID,0.242,0.106,True,76.2
Ecuador,Felix Rossi,MID,0.224,0.12,False,9.0
Ecuador,Joao Ferrari,MID,0.226,0.153,False,15.2
Ecuador,Noah Petrov,MID,0.162,0.099,False,4.0
Ecuador,Pavel Nadir,MID,0.094,0.065,False,9.2
Ecuador,Eden Andersen,FWD,0.977,0.062,True,81.3
Ecuador,Bruno Rossi,FWD,0.516,0.014,True,71.5
Ecuador,Bruno Berg,FWD,0.478,0.024,False,8.2
Ecuador,Dani Petrov,FWD,0.422,0.01,False,4.4
Ecuador,Marco Müller,FWD,0.397,0.01,False,5.4
Ecuador,Kai Park,FWD,0.397,0.018,False,5.9
Ecuador,Ali Sokol,FWD,0.384,0.036,False,0.0
Australia,Mateo Fofana,GK,0.0,0.574,True,82.7
Australia,Bruno Laurent,GK,0.0,0.537,False,9.2
Australia,Hugo Vega,GK,0.006,0.288,False,21.4
Australia,Eden Silva,DEF,0.159,0.564,True,73.4
Australia,Alex Park,DEF,0.06,0.494,True,74.6
Australia,Mateo Novak,DEF,0.125,0.467,True,77.9
Australia,Luka Petrov,DEF,0.107,0.391,True,74.4
Australia,Felix Fofana,DEF,0.087,0.411,False,9.5
Australia,Ivan Müller,DEF,0.086,0.312,False,20.7
Australia,Yuki Reyes,DEF,0.078,0.268,False,1.1
Australia,Joao Haddad,DEF,0.038,0.182,False,7.5
Australia,Luka Haddad,MID,0.314,0.161,True,72.1
Australia,Diego Costa,MID,0.332,0.123,True,78.0
Australia,Raul Berg,MID,0.289,0.216,True,66.1
Australia,Sami Bauer,MID,0.241,0.153,True,72.1
Australia,Marco Vega,MID,0.177,0.02,False,16.3
Australia,Theo Kovac,MID,0.167,0.046,False,12.3
Australia,Felix Mensah,MID,0.109,0.034,False,5.4
Australia,Eden Bauer,MID,0.13,0.067,False,0.0
Australia,Tom Müller,FWD,0.566,0.003,True,77.9
Australia,Cole Owusu,FWD,0.54,0.035,True,81.5
Australia,Eden Reyes,FWD,0.457,0.033,False,24.1
Australia,Eden Kovac,FWD,0.425,0.021,False,15.8
Australia,Marco Andersen,FWD,0.376,0.004,False,10.2
Australia,Luka Olsen,FWD,0.327,0.022,False,5.8
Australia,Joao Marin,FWD,0.307,-0.008,False,0.0
Nigeria,Lars Mensah,GK,0.018,0.693,True,77.0
Nigeria,Joao Laurent,GK,0.055,0.68,False,20.8
Nigeria,Niko Petrov,GK,0.004,0.422,False,10.5
Nigeria,Cole Haddad,DEF,0.135,0.466,True,77.0
Nigeria,Tariq Suzuki,DEF,0.084,0.359,True,77.8
Nigeria,Mateo Haddad,DEF,0.081,0.291,True,77.0
Nigeria,Cole Andersen,DEF,0.062,0.28,True,80.5
Nigeria,Luka Vega,DEF,0.043,0.208,False,11.2
Nigeria,Dani Haddad,DEF,0.054,0.196,False,4.5
Nigeria,Hugo Berg,DEF,0.023,0.199,False,0.1
Nigeria,Yuki Bello,DEF,0.038,0.115,False,2.2
Nigeria,Luka Rossi,MID,0.4,0.198,True,71.3
Nigeria,Lars Marin,MID,0.423,0.159,True,81.5
Nigeria,Ze Rossi,MID,0.353,0.118,True,80.2
Nigeria,Alex Marin,MID,0.248,0.095,True,81.9
Nigeria,Kai Mensah,MID,0.246,0.119,False,14.3
Nigeria,Niko Owusu,MID,0.217,0.058,False,12.8
Nigeria,Niko Park,MID,0.185,0.082,False,1.8
Nigeria,Pavel Park,MID,0.192,0.134,False,8.3
Nigeria,Theo Olsen,FWD,0.64,-0.002,True,78.1
Nigeria,Yuki Marin,FWD,0.574,-0.017,True,83.2
Nigeria,Tom Suzuki,FWD,0.598,-0.009,False,17.2
Nigeria,Mateo Costa,FWD,0.566,0.007,False,8.8
Nigeria,Diego Nadir,FWD,0.529,0.029,False,3.2
Nigeria,Niko Müller,FWD,0.359,-0.028,False,4.2
Nigeria,Kai Costa,FWD,0.338,0.012,False,4.8
Canada,Omar Mensah,GK,0.024,0.703,True,73.7
Canada,Leon Novak,GK,0.013,0.637,False,20.4
Canada,Mateo Bauer,GK,0.057,0.554,False,13.1
Canada,Yuki Costa,DEF,0.127,0.51,True,78.9
Canada,Raul Petrov,DEF,0.121,0.441,True,67.7
Canada,Tariq Haddad,DEF,0.081,0.366,True,86.0
Canada,Leon Bauer,DEF,0.114,0.429,True,83.4
Canada,Noah Berg,DEF,0.084,0.302,False,19.7
Canada,Felix Marin,DEF,0.095,0.337,False,26.9
Canada,Pavel Suzuki,DEF,0.048,0.281,False,1.4
Canada,Omar Bello,DEF,0.064,0.216,False,7.9
Canada,Pavel Novak,MID,0.427,0.164,True,79.0
Canada,Kai Marin,MID,0.379,0.206,True,68.7
Canada,Ze Park,MID,0.385,0.17,True,77.5
Canada,Sami Park,MID,0.315,0.158,True,76.5
Canada,Alex Diallo,MID,0.246,0.069,False,6.3
Canada,Cole Kemal,MID,0.254,0.084,False,30.7
Canada,Ivan Rossi,MID,0.262,0.094,False,0.0
Canada,Sami Owusu,MID,0.122,0.107,False,0.3
Canada,Joao Andersen,FWD,0.639,-0.037,True,69.9
Canada,Pavel Costa,FWD,0.552,0.056,True,78.2
Canada,Tom Vega,FWD,0.513,-0.015,False,5.9
Canada,Lars Kemal,FWD,0.474,-0.019,False,12.4
Canada,Diego Rossi,FWD,0.438,0.072,False,1.6
Canada,Bruno Owusu,FWD,0.391,-0.009,False,0.0
Canada,Eden Owusu,FWD,0.226,-0.033,False,3.9
Cameroon,Omar Owusu,GK,0.007,0.405,True,75.7
Cameroon,Ze Andersen,GK,0.021,0.381,False,17.3
Cameroon,Noah Rossi,GK,0.0,0.251,False,15.6
Cameroon,Luka Bauer,DEF,0.148,0.476,True,74.5
Cameroon,Leon Rossi,DEF,0.092,0.401,True,72.0
Cameroon,Raul Novak,DEF,0.073,0.32,True,68.6
Cameroon,Dani Kovac,DEF,0.069,0.27,True,72.8
Cameroon,Leon Costa,DEF,0.069,0.315,False,21.9
Cameroon,Theo Diallo,DEF,0.074,0.279,False,16.5
Cameroon,Yuki Müller,DEF,0.046,0.33,False,0.0
Cameroon,Ze Müller,DEF,0.022,0.233,False,0.0
Cameroon,Alex Novak,MID,0.372,0.134,True,80.4
Cameroon,Noah Laurent,MID,0.289,0.134,True,76.0
Cameroon,Diego Sokol,MID,0.316,0.139,True,79.3
Cameroon,Luka Tanaka,MID,0.307,0.141,True,76.7
Cameroon,Jude Marin,MID,0.256,0.063,False,8.8
Cameroon,Alex Owusu,MID,0.262,0.133,False,19.4
Cameroon,Ali Novak,MID,0.136,0.037,False,11.0
Cameroon,Marco Fofana,MID,0.103,0.069,False,2.2
Cameroon,Joao Fofana,FWD,0.588,-0.011,True,73.8
Cameroon,Niko Novak,FWD,0.447,-0.019,True,77.2
Cameroon,Cole Novak,FWD,0.399,-0.041,False,16.6
Cameroon,Marco Bello,FWD,0.348,0.03,False,21.3
Cameroon,Tariq Marin,FWD,0.336,-0.01,False,2.5
Cameroon,Hugo Novak,FWD,0.239,-0.0,False,9.4
Cameroon,Tariq Berg,FWD,0.144,-0.011,False,0.5
Ghana,Jude Ferrari,GK,0.026,0.48,True,78.2
Ghana,Tom Diallo,GK,0.0,0.407,False,0.0
Ghana,Diego Kovac,GK,0.011,0.174,False,10.5
Ghana,Alex Kovac,DEF,0.086,0.384,True,92.6
Ghana,Mateo Diallo,DEF,0.101,0.368,True,83.1
Ghana,Ali Haddad,DEF,0.088,0.255,True,78.4
Ghana,Sami Diallo,DEF,0.073,0.307,True,77.4
Ghana,Omar Reyes,DEF,0.042,0.204,False,11.5
Ghana,Yuki Haddad,DEF,0.081,0.252,False,20.1
Ghana,Omar Andersen,DEF,0.024,0.123,False,4.2
Ghana,Theo Müller,DEF,0.012,0.077,False,0.0
Ghana,Ali Berg,MID,0.575,0.244,True,74.6
Ghana,Cole Diallo,MID,0.354,0.12,True,78.6
Ghana,Raul Kemal,MID,0.36,0.176,True,79.2
Ghana,Felix Berg,MID,0.316,0.118,True,75.1
Ghana,Bruno Fofana,MID,0.244,0.041,False,7.0
Ghana,Mateo Reyes,MID,0.231,0.099,False,6.3
Ghana,Ze Costa,MID,0.172,0.023,False,8.0
Ghana,Hugo Laurent,MID,0.095,0.066,False,5.9
Ghana,Cole Suzuki,FWD,0.828,0.041,True,77.7
Ghana,Lars Bauer,FWD,0.474,0.049,True,74.4
Ghana,Lars Silva,FWD,0.489,0.059,False,9.9
Ghana,Pavel Rossi,FWD,0.374,-0.001,False,21.5
Ghana,Cole Laurent,FWD,0.325,0.021,False,5.6
Ghana,Ze Reyes,FWD,0.284,0.033,False,2.8
Ghana,Tom Novak,FWD,0.164,-0.004,False,7.1
Saudi Arabia,Ali Ferrari,GK,0.011,0.779,True,72.4
Saudi Arabia,Tom Berg,GK,0.0,0.463,False,10.8
Saudi Arabia,Karim Nadir,GK,0.022,0.46,False,31.2
Saudi Arabia,Niko Kemal,DEF,0.119,0.397,True,85.0
Saudi Arabia,Kai Bauer,DEF,0.097,0.363,True,75.5
Saudi Arabia,Yuki Sokol,DEF,0.077,0.356,True,80.4
Saudi Arabia,Jude Rossi,DEF,0.027,0.318,True,74.6
Saudi Arabia,Ze Haddad,DEF,0.072,0.308,False,13.1
Saudi Arabia,Ali Nadir,DEF,0.044,0.233,False,19.0
Saudi Arabia,Theo Bauer,DEF,0.066,0.159,False,0.0
Saudi Arabia,Sami Silva,DEF,0.0,-0.03,False,1.8
Saudi Arabia,Theo Tanaka,MID,0.243,0.119,True,75.3
Saudi Arabia,Leon Müller,MID,0.265,0.131,True,67.5
Saudi Arabia,Eden Kemal,MID,0.274,0.166,True,69.9
Saudi Arabia,Theo Bello,MID,0.226,0.154,True,80.7
Saudi Arabia,Jude Kovac,MID,0.188,0.134,False,17.8
Saudi Arabia,Raul Fofana,MID,0.202,0.101,False,16.4
Saudi Arabia,Marco Novak,MID,0.155,0.125,False,10.1
Saudi Arabia,Jude Suzuki,MID,0.086,0.05,False,2.1
Saudi Arabia,Dani Müller,FWD,0.587,0.066,True,79.7
Saudi Arabia,Pavel Ferrari,FWD,0.468,0.03,True,79.8
Saudi Arabia,Dani Costa,FWD,0.484,0.012,False,16.0
Saudi Arabia,Bruno Ferrari,FWD,0.447,0.04,False,4.8
Saudi Arabia,Alex Andersen,FWD,0.43,-0.02,False,1.8
Saudi Arabia,Bruno Suzuki,FWD,0.267,0.027,False,1.8
Saudi Arabia,Lars Bello,FWD,0.284,0.056,False,2.4
Qatar,Cole Sokol,GK,0.006,0.574,True,79.8
Qatar,Felix Bello,GK,0.036,0.504,False,14.2
Qatar,Hugo Mensah,GK,0.005,0.358,False,25.3
Qatar,Kai Bello,DEF,0.127,0.443,True,74.0
Qatar,Luka Müller,DEF,0.057,0.352,True,71.2
Qatar,Luka Mensah,DEF,0.087,0.299,True,67.9
Qatar,Bruno Olsen,DEF,0.071,0.32,True,76.0
Qatar,Jude Reyes,DEF,0.061,0.361,False,5.3
Qatar,Marco Kovac,DEF,0.061,0.33,False,14.8
Qatar,Eden Tanaka,DEF,0.057,0.256,False,0.0
Qatar,Raul Mensah,DEF,0.043,0.291,False,9.2
Qatar,Ali Suzuki,MID,0.376,0.146,True,68.1
Qatar,Felix Suzuki,MID,0.303,0.096,True,78.8
Qatar,Kai Kemal,MID,0.256,0.081,True,73.0
Qatar,Omar Sokol,MID,0.223,0.12,True,67.9
Qatar,Tariq Bello,MID,0.227,0.099,False,28.3
Qatar,Tariq Novak,MID,0.215,0.051,False,9.8
Qatar,Marco Sokol,MID,0.172,0.029,False,11.5
Qatar,Ze Ferrari,MID,0.152,0.1,False,2.4
Qatar,Tariq Olsen,FWD,0.609,-0.004,True,78.5
Qatar,Kai Novak,FWD,0.6,0.024,True,70.8
Qatar,Omar Laurent,FWD,0.502,-0.003,False,28.3
Qatar,Jude Laurent,FWD,0.456,0.008,False,22.2
Qatar,Pavel Tanaka,FWD,0.429,0.025,False,0.0
Qatar,Marco Berg,FWD,0.289,0.033,False,4.1
Qatar,Ivan Petrov,FWD,0.279,0.046,False,8.5
Iran,Joao Diallo,GK,0.0,0.603,True,68.7
Iran,Marco Tanaka,GK,0.002,0.585,False,8.7
Iran,Karim Bauer,GK,0.016,0.594,False,1.7
Iran,Omar Costa,DEF,0.125,0.536,True,60.6
Iran,Kai Laurent,DEF,0.13,0.536,True,79.2
Iran,Jude Costa,DEF,0.054,0.418,True,72.2
Iran,Jude Bauer,DEF,0.062,0.323,True,69.6
Iran,Tariq Nadir,DEF,0.108,0.269,False,20.0
Iran,Eden Diallo,DEF,0.068,0.309,False,27.0
Iran,Jude Petrov,DEF,0.062,0.288,False,3.7
Iran,Ali Müller,DEF,0.058,0.178,False,2.3
Iran,Ze Novak,MID,0.438,0.155,True,77.7
Iran,Luka Nadir,MID,0.358,0.178,True,78.3
Iran,Raul Olsen,MID,0.329,0.174,True,84.9
Iran,Ali Olsen,MID,0.365,0.137,True,81.5
Iran,Bruno Kemal,MID,0.213,0.152,False,31.0
Iran,Kai Vega,MID,0.189,0.091,False,18.5
Iran,Hugo Diallo,MID,0.128,0.062,False,1.8
Iran,Raul Reyes,MID,0.165,0.07,False,2.1
Iran,Ivan Ferrari,FWD,0.706,0.025,True,77.5
Iran,Luka Reyes,FWD,0.602,0.025,True,81.7
Iran,Kai Owusu,FWD,0.553,-0.02,False,16.4
Iran,Sami Tanaka,FWD,0.576,-0.019,False,18.6
Iran,Diego Müller,FWD,0.502,0.04,False,1.4
Iran,Alex Rossi,FWD,0.434,-0.021,False,0.0
Iran,Hugo Bauer 831,FWD,0.29,-0.005,False,4.8
